,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
260110T039,CONT-20,7900000,0,0,450000,0,0,8350000,H014 - WH INFORMA JABABEKA,PT. VISITA JAYA PERKASA,7,ON SCHEDULE,42,0,22.02.2026,10.01.2026,24.01.2026,05.02.2026,05.02.2026,06.02.2026,06.02.2026,,H014,WH INFORMA JABABEKA
260111H001,CDD LONG CHASSIS,2750000,0,0,0,0,0,2750000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,13.01.2026,19.01.2026,19.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260111H002,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,27.01.2026,27.01.2026,,H026,WH INFORMA SIDOARJO
260111H003,CDD LONG CHASSIS,2380000,0,0,0,0,0,2380000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,12.01.2026,13.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260111H005,CDD LONG CHASSIS,12400000,0,0,0,500000,0,12900000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H001,WH INFORMA CIKUPA
260111H005,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,20.01.2026,21.01.2026,,H026,WH INFORMA SIDOARJO
260111H007,WINGBOX,5125000,0,0,0,0,0,5125000,H001 - WH INFORMA CIKUPA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,13.01.2026,13.01.2026,15.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260111H009,CDD LONG CHASSIS,4900000,0,0,0,0,0,4900000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,12.01.2026,15.01.2026,15.01.2026,02.02.2026,02.02.2026,,H001,WH INFORMA CIKUPA
260111H017,WINGBOX,15000000,0,0,0,0,0,15000000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,30,0,11.02.2026,11.01.2026,15.01.2026,20.01.2026,20.01.2026,23.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260111H018,CDD LONG CHASSIS,2250000,0,0,0,0,0,2250000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111H019,CDD LONG CHASSIS,2250000,0,0,0,0,0,2250000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111H020,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,23.01.2026,23.01.2026,03.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260111H024,CDD LONG CHASSIS,2100000,0,0,0,0,0,2100000,H001 - WH INFORMA CIKUPA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,23.01.2026,23.01.2026,03.02.2026,13.02.2026,,H001,WH INFORMA CIKUPA
260111H025,CDD LONG CHASSIS,7400000,0,0,0,0,0,7400000,H001 - WH INFORMA CIKUPA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,14.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H001,WH INFORMA CIKUPA
260111H026,CDD LONG CHASSIS,3100000,0,0,0,0,0,3100000,H001 - WH INFORMA CIKUPA,PT. AGUNG MAKMUR JAYA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,12.01.2026,12.01.2026,20.01.2026,20.01.2026,,H001,WH INFORMA CIKUPA
260111H036,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,23.01.2026,23.01.2026,03.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260111H037,CDD LONG CHASSIS,4900000,0,0,0,0,0,4900000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,02.02.2026,02.02.2026,,H014,WH INFORMA JABABEKA
260111H038,CDD LONG CHASSIS,1600000,0,0,0,0,0,1600000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260111H039,WINGBOX,4825000,0,0,0,0,0,4825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,13.01.2026,13.01.2026,13.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111H040,CDD LONG CHASSIS,1800000,0,0,0,0,0,1800000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,13.01.2026,23.01.2026,23.01.2026,03.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260111H041,CDD LONG CHASSIS,1800000,0,0,0,0,0,1800000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,08.02.2026,11.01.2026,12.01.2026,23.01.2026,23.01.2026,03.02.2026,13.02.2026,,H014,WH INFORMA JABABEKA
260111H042,CDD LONG CHASSIS,2850000,0,0,0,0,0,2850000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,06.02.2026,06.02.2026,,H014,WH INFORMA JABABEKA
260111H043,FUSO,19350000,0,0,0,0,0,19350000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,31,0,12.02.2026,11.01.2026,15.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260111H044,WINGBOX,11500000,0,0,0,0,0,11500000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,19.01.2026,19.01.2026,20.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260111H046,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,13.01.2026,15.01.2026,15.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111L001,CDD LONG CHASSIS,1425000,0,0,0,0,0,1425000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,27,0,09.02.2026,12.01.2026,14.01.2026,14.01.2026,14.01.2026,14.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260111L001,CONT-20,11200000,0,0,0,0,0,11200000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,43,0,27.02.2026,14.01.2026,11.02.2026,11.02.2026,11.02.2026,20.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260111L004,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,30,0,12.02.2026,12.01.2026,15.01.2026,20.01.2026,20.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111L005,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,28,0,10.02.2026,12.01.2026,14.01.2026,20.01.2026,20.01.2026,20.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111L005,CDD LONG CHASSIS,3800000,0,0,0,0,0,3800000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,13.01.2026,19.01.2026,19.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260111L006,CONT-20,11200000,0,0,0,0,0,11200000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,43,0,27.02.2026,14.01.2026,11.02.2026,11.02.2026,11.02.2026,20.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260111L007,CONT-20,11250000,0,0,0,0,0,11250000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,43,0,27.02.2026,14.01.2026,19.02.2026,20.02.2026,20.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111L020,CDD LONG CHASSIS,2750000,0,0,0,0,0,2750000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,26,0,07.02.2026,11.01.2026,13.01.2026,19.01.2026,19.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260111L028,CONT-20,11200000,0,0,0,0,0,11200000,H026 - WH INFORMA SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,10.02.2026,19.02.2026,20.02.2026,02.03.2026,02.03.2026,,H026,WH INFORMA SIDOARJO
260111L030,CDD LONG CHASSIS,0,0,0,0,0,0,0,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,26,0,07.02.2026,11.01.2026,12.01.2026,12.01.2026,13.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260111L031,CDD LONG CHASSIS,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,28,0,09.02.2026,11.01.2026,14.01.2026,27.01.2026,27.01.2026,03.02.2026,04.02.2026,,H014,WH INFORMA JABABEKA
260111L032,CDD LONG CHASSIS,1750000,0,0,0,0,0,1750000,H014 - WH INFORMA JABABEKA,PT. CATUR GLOBAL LOGISTIK,7,ON SCHEDULE,26,0,08.02.2026,12.01.2026,15.01.2026,27.01.2026,27.01.2026,28.01.2026,28.01.2026,,H014,WH INFORMA JABABEKA
260111L033,CDD LONG CHASSIS,1750000,0,0,0,0,0,1750000,H014 - WH INFORMA JABABEKA,PT. CATUR GLOBAL LOGISTIK,7,ON SCHEDULE,27,0,09.02.2026,12.01.2026,15.01.2026,27.01.2026,27.01.2026,28.01.2026,28.01.2026,,H014,WH INFORMA JABABEKA
260111L034,WINGBOX,5125000,0,0,0,250000,0,5375000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,30,0,12.02.2026,12.01.2026,14.01.2026,19.01.2026,19.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111L036,CDD LONG CHASSIS,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,30,0,12.02.2026,12.01.2026,14.01.2026,14.01.2026,14.01.2026,15.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260111L038,CDD LONG CHASSIS,3600000,0,0,0,0,0,3600000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,12.02.2026,12.01.2026,15.01.2026,22.01.2026,23.01.2026,26.01.2026,27.01.2026,,H014,WH INFORMA JABABEKA
260111L040,CONT-20,12000000,0,0,0,0,0,12000000,H014 - WH INFORMA JABABEKA,PT. MITRA INTERTRANS FORWARDING,7,ON SCHEDULE,38,0,20.02.2026,12.01.2026,27.01.2026,23.02.2026,23.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260111L041,CDD LONG CHASSIS,8855000,0,0,0,0,0,8855000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,12.02.2026,12.01.2026,14.01.2026,22.01.2026,22.01.2026,02.02.2026,02.02.2026,,H014,WH INFORMA JABABEKA
260111T001,CONT-20,11800000,0,0,0,0,0,11800000,H026 - WH INFORMA SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,10.02.2026,05.03.2026,05.03.2026,13.03.2026,13.03.2026,,H026,WH INFORMA SIDOARJO
260111T002,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,28.02.2026,11.01.2026,21.02.2026,23.02.2026,23.02.2026,24.02.2026,24.02.2026,,H026,WH INFORMA SIDOARJO
260111T003,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,19.02.2026,20.02.2026,20.02.2026,24.02.2026,24.02.2026,,H026,WH INFORMA SIDOARJO
260111T004,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260111T005,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,04.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T006,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,28.02.2026,11.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260111T007,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,28.02.2026,11.01.2026,10.02.2026,11.02.2026,11.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260111T008,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,27.02.2026,11.01.2026,21.02.2026,24.02.2026,24.02.2026,03.03.2026,03.03.2026,,H026,WH INFORMA SIDOARJO
260111T009,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,27.02.2026,11.01.2026,11.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T010,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,28.02.2026,12.01.2026,21.02.2026,24.02.2026,24.02.2026,03.03.2026,03.03.2026,,H026,WH INFORMA SIDOARJO
260111T011,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,28.02.2026,12.01.2026,10.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T012,WINGBOX,5650000,0,0,0,0,0,5650000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,19.01.2026,20.01.2026,20.01.2026,21.01.2026,,H001,WH INFORMA CIKUPA
260111T012,CONT-20,11800000,0,0,0,0,0,11800000,H026 - WH INFORMA SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,10.02.2026,05.03.2026,05.03.2026,13.03.2026,13.03.2026,,H026,WH INFORMA SIDOARJO
260111T013,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,22.02.2026,12.01.2026,23.01.2026,20.02.2026,20.02.2026,23.02.2026,23.02.2026,,H014,WH INFORMA JABABEKA
260111T013,CONT-20,11800000,0,0,0,0,0,11800000,H026 - WH INFORMA SIDOARJO,PT SAHABAT MARITIM LOGISTIK,7,ON SCHEDULE,42,0,23.02.2026,11.01.2026,10.02.2026,05.03.2026,05.03.2026,13.03.2026,13.03.2026,,H026,WH INFORMA SIDOARJO
260111T014,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,19.02.2026,12.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,23.04.2026,,H014,WH INFORMA JABABEKA
260111T014,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,10.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T015,CONT-40,14200000,0,0,0,0,0,14200000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,32,0,13.02.2026,11.01.2026,23.01.2026,08.04.2026,08.04.2026,09.04.2026,09.04.2026,,H001,WH INFORMA CIKUPA
260111T015,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,20.02.2026,20.02.2026,20.02.2026,05.03.2026,05.03.2026,,H026,WH INFORMA SIDOARJO
260111T016,CONT-40,13800000,0,0,0,0,0,13800000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,23.01.2026,20.02.2026,20.02.2026,23.02.2026,23.02.2026,,H001,WH INFORMA CIKUPA
260111T016,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,11.02.2026,18.02.2026,19.02.2026,25.02.2026,05.03.2026,,H026,WH INFORMA SIDOARJO
260111T017,CONT-40,8150000,0,0,0,0,0,8150000,H001 - WH INFORMA CIKUPA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H001,WH INFORMA CIKUPA
260111T017,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,04.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T018,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,11.02.2026,12.01.2026,15.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260111T018,CONT-20,10300000,0,0,0,0,0,10300000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,20.02.2026,20.02.2026,20.02.2026,24.02.2026,24.02.2026,,H026,WH INFORMA SIDOARJO
260111T019,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,27.02.2026,11.01.2026,11.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T020,WINGBOX,6600000,0,0,0,0,0,6600000,H014 - WH INFORMA JABABEKA,PT. JAYA MULYA ERALINDO,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,21.01.2026,22.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260111T020,CONT-20,17800000,0,0,0,0,0,17800000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,27.02.2026,11.01.2026,11.02.2026,18.02.2026,19.02.2026,25.02.2026,25.02.2026,,H026,WH INFORMA SIDOARJO
260111T021,CONT-20,7900000,0,0,450000,0,0,8350000,H014 - WH INFORMA JABABEKA,PT. VISITA JAYA PERKASA,7,ON SCHEDULE,42,0,24.02.2026,12.01.2026,24.01.2026,02.02.2026,02.02.2026,04.02.2026,04.02.2026,,H014,WH INFORMA JABABEKA
260111T022,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,21.02.2026,11.01.2026,23.01.2026,20.02.2026,20.02.2026,23.02.2026,23.02.2026,,H014,WH INFORMA JABABEKA
260111T023,CONT-40,8500000,0,0,0,0,0,8500000,H014 - WH INFORMA JABABEKA,PT. DINOYO PUTRA MANDIRI,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,15.01.2026,19.01.2026,19.01.2026,23.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260111T024,WINGBOX,5650000,0,0,0,0,0,5650000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,19.01.2026,20.01.2026,20.01.2026,20.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260111T025,WINGBOX,6600000,0,0,0,0,0,6600000,H014 - WH INFORMA JABABEKA,PT. JAYA MULYA ERALINDO,7,ON SCHEDULE,29,0,10.02.2026,11.01.2026,19.01.2026,26.01.2026,26.01.2026,28.01.2026,28.01.2026,,H014,WH INFORMA JABABEKA
260111T026,WINGBOX,6200000,0,0,0,0,0,6200000,H014 - WH INFORMA JABABEKA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,29,0,11.02.2026,12.01.2026,15.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H014,WH INFORMA JABABEKA
260111T027,CONT-40,8750000,0,0,0,0,0,8750000,H014 - WH INFORMA JABABEKA,PT. CIKARANG GERBANG SOLUSI,7,ON SCHEDULE,29,0,11.02.2026,12.01.2026,16.01.2026,27.04.2026,28.04.2026,29.04.2026,29.04.2026,,H014,WH INFORMA JABABEKA
260111T028,CONT-20,9450000,0,0,0,0,0,9450000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,22.02.2026,12.01.2026,23.01.2026,03.03.2026,03.03.2026,09.03.2026,09.03.2026,,H014,WH INFORMA JABABEKA
260111T029,CONT-20,9450000,0,0,0,0,0,9450000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,22.02.2026,12.01.2026,23.01.2026,19.02.2026,19.02.2026,25.02.2026,25.02.2026,,H014,WH INFORMA JABABEKA
260111T030,CONT-40,22800000,0,0,0,0,0,22800000,H014 - WH INFORMA JABABEKA,PT. CRIETA LOGISTIC,7,ON SCHEDULE,40,0,23.02.2026,13.01.2026,29.01.2026,13.02.2026,13.02.2026,13.02.2026,30.03.2026,,H014,WH INFORMA JABABEKA
260111T031,CONT-40,13850000,0,0,1500000,0,0,15350000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,46,0,28.02.2026,12.01.2026,28.01.2026,24.02.2026,24.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260111T032,CONT-40,13850000,0,0,1500000,0,0,15350000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,46,0,28.02.2026,12.01.2026,28.01.2026,24.02.2026,24.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260112C153_H025,CDE,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,164,13.01.2026,12.01.2026,,,,,,,H025,WH HCI BATAM
260112C160_H025,PICKUP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,164,13.01.2026,12.01.2026,,,,,,,H025,WH HCI BATAM
260112C215_H025,PICKUP,0,0,0,0,0,0,0,H025 - WH HCI BATAM,PT. ADI SARANA ARMADA TBK,1,LATE,0,164,14.01.2026,13.01.2026,,,,,,,H025,WH HCI BATAM
260112D001,FUSO,1165000,0,0,0,500000,0,1665000,H026 - WH INFORMA SIDOARJO,PT AMANAH TRANSMULIA MANDIRI LOGISTIK,7,ON SCHEDULE,26,0,08.02.2026,12.01.2026,13.01.2026,15.01.2026,15.01.2026,19.01.2026,19.01.2026,,H026,WH INFORMA SIDOARJO
260112D003,CDD LONG CHASSIS,920000,0,0,0,300000,0,1220000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,26,0,08.02.2026,12.01.2026,13.01.2026,20.01.2026,20.01.2026,26.01.2026,26.01.2026,,H026,WH INFORMA SIDOARJO
260112D112,CDD LONG CHASSIS,1200000,0,0,0,0,0,1200000,H014 - WH INFORMA JABABEKA,PT. ANTAR JARINGAN SEPANJANG JALAN,7,ON SCHEDULE,26,0,08.02.2026,12.01.2026,14.01.2026,14.01.2026,14.01.2026,21.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
260112D116,CDD LONG CHASSIS,1200000,0,0,0,0,0,1200000,H014 - WH INFORMA JABABEKA,PT. ANTAR JARINGAN SEPANJANG JALAN,7,ON SCHEDULE,26,0,09.02.2026,13.01.2026,14.01.2026,20.01.2026,20.01.2026,21.01.2026,21.01.2026,,H014,WH INFORMA JABABEKA
